Funafuti,-8.5167,179.2167,Tuvalu,TV,Funafuti,primary,6025,6025
Vaitupu,-7.4891,178.6796,Tuvalu,TV,Vaitupu,,,
Asau,-7.4902,178.6937,Tuvalu,TV,Vaitupu,,,
Tanrake,-7.2453,177.1469,Tuvalu,TV,Nui,,,
Fenua Tapu,-7.2444,177.1460,Tuvalu,TV,Nui,,,
Tonga,-6.2833,176.3167,Tuvalu,TV,Nanumaga,,,
